question,human_answer,HOS  without examples,HOS  base,HOS  fine-tuned,grade_without_examples,grade_base,grade_fine_tuned
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.","¡Hola! Soy House of Spencer. Para agendar una clase, puedes usar la app BoxMagic o visitar: https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Esperamos verte pronto!","¡Hola! 🎉 Para agendar una clase de prueba gratuita, visita: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o ir a https://auth.boxmagic.cl/. 💪 Si necesitas más ayuda, ¡aquí estoy!","¡Genial! 🎉 Agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Para clases regulares, descarga la app BoxMagic o visita https://auth.boxmagic.cl/ y busca nuestro centro. 💪🏼",5,5,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.","¡Hola! Soy House of Spencer. Para agendar una clase, puedes usar la app BoxMagic o ingresar a https://auth.boxmagic.cl/. También te invito a agendar una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos! 💪","¡Hola! 🎉 Puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases. 💪 Si necesitas más información, no dudes en preguntar.","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Luego, descarga la app BoxMagic o visita https://auth.boxmagic.cl/ para agendar tus clases y unirte a nuestra comunidad. 💪 ¿Necesitas ayuda con algo más?",5,5,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.","¡Hola! Soy House of Spencer. Para agendar una clase, puedes utilizar la app BoxMagic o ingresar a https://auth.boxmagic.cl/. También ofrecemos una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos! 💪",¡Genial! 🎉 Puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 ¿Necesitas más información?,"¡Súper! 💪 Agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24 o descarga la app BoxMagic en https://auth.boxmagic.cl/. Una vez descargada, regístrate y busca nuestro centro para agendar tus clases. 🗓️ ¿Necesitas ayuda con algo más?",5,5,4
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",¡Hola! Soy House of Spencer. Puedes pagar tus servicios de masoterapia y nutrición a través de nuestra plataforma AgendaPro. Accede en: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. 😊,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Necesitas ayuda con algo más?",¡Es muy sencillo! 😊 Solo necesitas ir a nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí puedes seleccionar el servicio y pagar con tarjeta de crédito o transferencia. 💳 ¿Necesitas ayuda con algo más?,5,5,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! Soy House of Spencer. Puedes pagar por masajes y consultas de nutrición a través de nuestra plataforma AgendaPro. Solo debes visitar: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más ayuda, no dudes en preguntar. 😊","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",¡Claro! 😊 Puedes pagar por nuestros servicios de masajes o nutrición visitando nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí encontrarás todas las opciones disponibles y podrás completar tu pago. 💳 ¿Te puedo ayudar con algo más?,5,5,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! Soy House of Spencer. Para pagar por un masaje o consulta de nutrición, debes agendar el servicio en nuestra plataforma AgendaPro: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Allí podrás realizar el pago con tarjeta de crédito o transferencia electrónica. 😊","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",Puedes pagar por nuestros servicios de masajes y nutrición a través de AgendaPro. 💳 Aquí tienes el enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. ¿Necesitas ayuda con algo más?,5,5,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",¡Hola! Soy House of Spencer. Puedes pagar tus masajes y consultas de nutrición a través de la plataforma AgendaPro. Aquí tienes el enlace: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). ¡Te esperamos!,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita este enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","Para pagar por nuestros servicios de masajes o consultas de nutrición, visita nuestro enlace de AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Necesitas ayuda con algo más?",5,5,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy de House of Spencer. Puedes agendar y pagar tus servicios de nutrición en AgendaPro a través de este enlace: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si necesitas más ayuda, ¡dímelo!","¡Hola! 😊 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más información, estoy aquí para ayudarte. 🍏✨","¡Genial! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición en el siguiente enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, no dudes en preguntar. 💪",5,5,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy House of Spencer. Puedes agendar y pagar tus servicios de nutrición a través de AgendaPro en este enlace: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si necesitas más información, aquí estoy para ayudarte. 😊","¡Hola! 😊 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, aquí estoy para ayudarte. 🍎","Genial 🍏 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más información, no dudes en preguntar.",5,5,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","Hola, soy House of Spencer. Puedes agendar tus servicios de nutrición en AgendaPro en este enlace: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Ahí podrás pagar también. ¡Estamos aquí para ayudarte! 🍏🥦","¡Hola! 😊 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más información, estoy aquí para ayudarte. 🍎","¡Genial! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna duda adicional, estoy aquí para ayudarte. 😊",5,5,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy House of Spencer. Para agendar y pagar tus servicios de nutrición, puedes hacerlo a través de AgendaPro en este enlace: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si tienes más dudas, ¡aquí estoy para ayudarte!","¡Hola! 😊 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 🍎","¡Excelente! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊",5,5,5
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","¡Hola! Soy House of Spencer. Sí, entregamos un reporte por cada sesión que puedes utilizar para reembolsar a tu Isapre con orden médica. Si necesitas más información, no dudes en preguntar. 💪","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede ser utilizada para reembolso. Si necesitas detalles específicos, contáctanos a https://walink.co/83468b. ¿Te ayudo con algo más?","No entregamos un reporte por sesión, pero podemos darte una boleta o un informe por las sesiones realizadas. Así podrás reembolsar a tu Isapre. 📄 ¿Te gustaría que te enviemos uno?",2,4,4
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","Hola, soy de House of Spencer. Sí, las sesiones son reembolsables con orden médica y se proporciona un reporte por cada sesión. Si necesitas más detalles, no dudes en preguntar. 😊","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede servir para reembolsar. Si necesitas más detalles sobre los tipos de sesiones realizadas, contáctanos a https://walink.co/83468b. ¿Te ayudo con algo más? 📝",Entregamos un único informe al finalizar el plan de entrenamiento. 📝 ¿Te gustaría más detalles sobre nuestros servicios?,2,4,2
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","Hola, soy House of Spencer. Sí, nuestras sesiones son reembolsables con orden médica. Te proporcionamos un informe por cada sesión para facilitar el reembolso a tu Isapre. Si necesitas más información, no dudes en preguntar. 😊","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios permite el reembolso. Si necesitas detallar las sesiones, contáctanos en https://walink.co/83468b. 📝 ¿Te ayudo con algo más?","No entregamos un reporte por sesión, pero al finalizar el pack, podemos entregar un comprobante de la atención. 📝 ¿Te gustaría que te enviara un documento de nuestras clases para facilitar el reembolso con tu Isapre?",2,4,3
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","¡Hola! Soy House of Spencer. Para reembolsos a la Isapre, entregamos un informe por cada sesión si tienes una orden médica. Contáctanos si necesitas más información. 😊","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede servir para reembolsar. Si necesitas más detalles, contáctanos directamente a https://walink.co/83468b. ¿Te ayudo con algo más? 📝","No entregamos un reporte por sesión, pero al pagar con nuestro código entregamos un certificado de todas las sesiones realizadas. ✅ Esto permite reembolsar con la Isapre. 🏥 ¿Te gustaría más información?",3,4,4
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class for you to experience our services. You can schedule it at 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need more help!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you have any questions!,5,5,5
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class! You can schedule it at: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need more help!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! Absolutely! 🎉 You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. It’s a great way to experience our services! Let me know if you need help with anything else.,5,5,5
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Yes, we offer a free trial class for you to experience our services. You can book it at: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need further assistance!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any assistance!,5,5,5
"Hi, do you offer trial classes to get to know your services?",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer a free trial class to get to know our services. You can schedule it at: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need more help!""), type='text')",Hi there! 😊 Absolutely! You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,Absolutely! 🎉 You can book your free trial class here: 📲 https://boxmagic.cl/sp/HouseofSpencer24. Let me know if you need any help!,5,5,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Here are our class prices:\n\n- 10 sessions: $120,000 CLP (2 months)\n- 20 sessions: $220,000 CLP (2 months)\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 12 sessions: $138,000 CLP (1 month)\n\nFeel free to ask anything else!""), type='text')","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 💪 The plans last for 2 months. 🗓️ Would you like more details?",5,5,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Here are our class prices:\n\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 10 sessions: $120,000 CLP (2 months)\n- 12 sessions: $138,000 CLP (1 month)\n- 20 sessions: $220,000 CLP (2 months)\n\nLet me know if you have more questions!""), type='text')","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ Plans last for 2 months. Need more info?","Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♀️ The plans last for 2 months. Do you need more details?",4,5,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","Hello! I’m House of Spencer. Here are our class prices:\n\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 10 sessions: $120,000 CLP (2 months)\n- 12 sessions: $138,000 CLP (1 month)\n- 20 sessions: $220,000 CLP (2 months)\n\nLet me know if you have any questions!","Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?",4,5,5
How much do the classes cost?,"Hey! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️‍♂️ The plans last for 2 months. Do you need more information?","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and I'm here to help you. \n\nHere are our class prices:\n\n- 4 sessions: $50,000 CLP (1 month)\n- 8 sessions: $95,000 CLP (1 month)\n- 10 sessions: $120,000 CLP (2 months)\n- 12 sessions: $138,000 CLP (1 month)\n- 20 sessions: $220,000 CLP (2 months)\n\nLet me know if you have more questions!""), type='text')","Hello! 💪 Our classes cost $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♂️ The plans last for 2 months. Do you need more information?","We offer classes for $120,000 CLP for 10 sessions and $220,000 CLP for 20 sessions. 🏋️\u200d♀️ The plans last for 2 months. Do you want more details?",4,5,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Yes, you can schedule classes through the BoxMagic app or by visiting https://auth.boxmagic.cl/. If you need more help, feel free to ask!""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Absolutely! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. If you haven't registered yet, download the app and create an account. Let me know if you need help!""), type='text')",5,5,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"Hello! I’m House of Spencer, and yes, you can schedule classes through the BoxMagic app or directly at https://auth.boxmagic.cl/. If you need help, just let me know!","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",Absolutely! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. This link will take you to the platform where you can find our classes. Let me know if you need any help!,5,5,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Yes, you can schedule classes through the BoxMagic app or at https://auth.boxmagic.cl/. Let me know if you need help!""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')",Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It’s quick and easy! Let me know if you need any help.,5,5,5
Can I schedule classes through an app?,Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It\'s quick and easy! Let me know if you need assistance.,"TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Yes, you can schedule classes through the BoxMagic app or at https://auth.boxmagic.cl/. If you need help, feel free to ask!""), type='text')","TextContentBlock(text=Text(annotations=[], value=""Yes! 📲 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. It's quick and easy! Let me know if you need assistance.""), type='text')","Absolutely! 📱 You can schedule your classes using the BoxMagic app or by visiting https://auth.boxmagic.cl/. If you need assistance with the process, just let me know!",5,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Hello! I’m House of Spencer. Yes, we offer nutrition services with a nutritionist from the University of Chile. You can schedule a consultation through our AgendaPro link. ","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can find our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",4,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our fitness center. Yes, we offer nutrition services, including consultations, meal planning, and follow-up support. You can schedule them through our AgendaPro site. Let me know if you need more details!""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions or need assistance, feel free to ask!",4,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, and yes, we offer nutrition services. You can book a consultation with our nutritionist through AgendaPro. Let me know if you need more details!""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Let me know if you need any more information!,4,5,5
Do you have services in nutrition?,"Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","TextContentBlock(text=Text(annotations=[], value=""Hi! I'm House of Spencer, representing our training center. Yes, we offer nutrition consulting services. You can schedule a session through AgendaPro. Let me know if you need more details! 🍏✨""), type='text')","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!","Absolutely! 🍏 You can book our nutrition services here: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. If you have any questions, feel free to ask!",4,5,5
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer. Our prices are in Chilean Pesos (CLP). If you have more questions, feel free to ask! 💪""), type='text')","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",3,5,5
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","TextContentBlock(text=Text(annotations=[], value=""Hello! I'm House of Spencer, representing our training center. Our prices are in Chilean Pesos (CLP). If you have any questions about pricing or services, feel free to ask!""), type='text')","Our prices are in Chilean pesos (CLP). 💰 For instance, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",3,4,5
Are your prices in US dollars?,"Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Hello! I’m House of Spencer. Our prices are in Chilean Pesos (CLP). If you need more information about our services, feel free to ask! 😊","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!","Our prices are in Chilean pesos (CLP). 💰 For example, 10 sessions cost $120,000 CLP. Let me know if you need more details!",4,5,4
