question,human_response,House of Spencer_without examples,House of Spencer_base,House of Spencer_fine-tuned_without_examples,House of Spencer_fine-tuned_with_examples,grade_without_examples,grade_base,grade_fine-tuned_whithout_examples,grade_fine-tuned_with_examples
¿Quiénes son los profes que hacen clases PM?,"¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar sus horarios y estos varían de acuerdo al día de la semana, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃‍♂️","¡Hola! Soy House of Spencer. Nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Tomás Paulsen y Fabián Vega. Todos son kinesiólogos de la Universidad de Chile. ¿Te gustaría saber más sobre nuestras clases?","¡Hola! Durante las tardes, nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 ¿Te gustaría saber más sobre nuestras clases?","¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores y Fabián Vega. 🔥 Recuerda que todos nuestros profes son kinesiólogos, por lo que nuestras clases son reembolsables con orden médica. 📝 ¿Puedo ayudarte con algo más?","¡Hola! Durante las tardes nuestros profes son Nicolás Spencer, Vane Jenkin, Rolo Flores, Fabián Vega y Tomás Paulsen. 🔥 Recuerda que nuestros profes pueden modificar sus horarios, pero en HOS siempre puedes contar con un profesional experto que estará disponible para ayudarte en tu camino del deporte y recuperación. 🏃\u200d♂️ ¿Te gustaría saber algo más?",1,5,1,5
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. Si necesitas más ayuda, no dudes en preguntar. 💪","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?",¡Hola! 💪 Puedes pagar y agendar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic en tu celular o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?",1,5,1,4
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus clases de entrenamiento funcional a través de la app BoxMagic o en el sitio web: https://auth.boxmagic.cl/. Si necesitas más ayuda, ¡dímelo! 😊","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Ahí podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic en tu celular o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?",1,5,1,4
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus clases de entrenamiento funcional a través de la app BoxMagic o en el sitio web https://auth.boxmagic.cl/. Si necesitas más ayuda, házmelo saber. 💪","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?",1,5,1,5
¿Dónde puedo pagar para las clases de entrenamiento funcional?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus clases de entrenamiento funcional a través de la app BoxMagic o en el sitio web https://auth.boxmagic.cl/. Si tienes más dudas, ¡pregunta! 😊","¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?",¡Hola! 💪 Puedes pagar y agendar tus clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. 📲 ¿Necesitas ayuda con algo más?,"¡Hola! 💪 Para pagar y agendar tus clases de entrenamiento funcional, descarga la app BoxMagic en tu celular o visita https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás gestionar tus clases fácilmente. ¿Necesitas ayuda con algo más?",1,5,1,5
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte en nuestras clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos!,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Ahí podrás buscar nuestro centro y agendar tus clases. Si necesitas ayuda, ¡aquí estoy! 🏋️\u200d♀️","¡Hola! 💪 Para inscribirte en nuestras clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Busca nuestro centro y podrás agendar tus clases fácilmente. Si necesitas ayuda, aquí estoy.","¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️\u200d♀️ Si necesitas ayuda durante el proceso, estoy aquí para ayudarte.",4,5,4,5
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte en las clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos! 💪,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Busca nuestro centro y podrás agendar tus clases. Si necesitas ayuda, aquí estoy. 🏋️\u200d♀️","¡Hola! 💪 Para inscribirte en nuestras clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases fácilmente. Si necesitas más ayuda, no dudes en preguntar.","¡Hola! 💪 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️\u200d♀️ Si necesitas ayuda durante el proceso, estoy aquí para ayudarte.",4,5,4,5
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte en nuestras clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos!,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Busca nuestro centro y podrás agendar tus clases. Si necesitas ayuda, estoy aquí para ayudarte. ¡Éxito! 💪","¡Hola! 💪 Para inscribirte en nuestras clases de entrenamiento funcional, descarga la app BoxMagic o visita https://auth.boxmagic.cl/. 📲 Crea una cuenta y busca nuestro centro. Luego podrás agendar tus clases y comprar nuestros planes. ¿Necesitas ayuda con algo más?","¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️\u200d♀️ Si necesitas ayuda durante el proceso, estoy aquí para ayudarte.",4,5,4,5
¿Cómo me inscribo en las clases de entrenamiento funcional?,"¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️‍♀️ Si tienes alguna duda durante el proceso, estoy aquí para ayudarte.",¡Hola! Soy House of Spencer. Puedes inscribirte en las clases de entrenamiento funcional a través de la app BoxMagic o en https://auth.boxmagic.cl/. También puedes agendar una clase de prueba gratuita en https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos! 💪,"¡Hola! 😊 Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Busca nuestro centro y podrás agendar tus clases. Si necesitas ayuda, aquí estoy. ¡Saludos!","¡Hola! 💪 Puedes inscribirte descargando la app BoxMagic o visitando https://auth.boxmagic.cl/. 📲 Una vez registrada, busca nuestro centro y podrás agendar tus clases fácilmente. Si necesitas ayuda, aquí estoy.","¡Hola! Puedes inscribirte descargando la app BoxMagic en tu celular o visitando https://auth.boxmagic.cl/. 📲 Luego, busca nuestro centro y podrás agendar tus clases. 🏋️\u200d♀️ Si necesitas ayuda durante el proceso, estoy aquí para ayudarte.",4,5,4,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",¡Hola! Soy House of Spencer. Puedes agendar tu clase de prueba gratuita a través de la app BoxMagic o en este enlace: https://auth.boxmagic.cl/. ¡Te esperamos! 💪,"¡Genial! 🎉 Puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases. 💪 ¿Necesitas ayuda con algo más?,"¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",4,5,4,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",¡Hola! Soy House of Spencer. Puedes agendar tu clase de prueba gratuita a través de la app BoxMagic o en este enlace: https://auth.boxmagic.cl/. ¡Te esperamos! 💪,¡Genial! 🎉 Puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases. 💪 ¿Necesitas más información?,¡Genial! 🎉 Agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases. 🏋️\u200d♀️ ¿Necesitas ayuda con algo más?,"¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",4,5,4,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.","¡Hola! Soy House of Spencer. Para agendar una clase, puedes usar la app BoxMagic o visitar https://auth.boxmagic.cl/. También puedes reservar una clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. ¡Te esperamos! 💪","¡Genial! 🎉 Puedes agendar tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases tradicionales. 🏋️\u200d♂️ ¿Necesitas ayuda con algo más?,"¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",4,5,4,5
"Quiero empezar a entrenar con ustedes, ¿cómo agendo una clase?","¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",¡Hola! Soy House of Spencer. Puedes agendar tu clase de prueba gratuita a través de la app BoxMagic o en este enlace: https://auth.boxmagic.cl/. ¡Te esperamos! 💪,"¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 Si necesitas más información, no dudes en preguntar.",¡Genial! 🎉 Agenda tu clase de prueba gratuita en: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases. 💪 ¿Necesitas ayuda con algo más?,¡Genial! 🎉 Agenda tu clase de prueba gratuita aquí: 📲 https://boxmagic.cl/sp/HouseofSpencer24. También puedes descargar la app BoxMagic o visitar https://auth.boxmagic.cl/ para agendar tus clases de entrenamiento funcional. 💪 ¿Necesitas más información?,4,5,4,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus masajes y consultas de nutrición a través de la app AgendaPro. Aquí tienes el enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más ayuda, ¡dímelo! 😊","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita este enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Necesitas ayuda con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",4,5,5,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! Soy House of Spencer. Puedes pagar tus masajes o consultas de nutrición a través de AgendaPro. Solo ingresa a: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. ¡Si necesitas más ayuda, avísame! 😊","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Necesitas ayuda con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",5,5,5,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! Soy de House of Spencer. Puedes pagar por masajes y consultas de nutrición a través de AgendaPro. Te dejo el enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más ayuda, házmelo saber. 😊","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita este enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Necesitas ayuda con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",5,5,4,5
¿Cómo puedo pagar por un masaje o una consulta de nutrición?,"¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! Soy House of Spencer. Puedes pagar por masajes o consultas de nutrición a través de AgendaPro. Solo visita: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes más dudas, ¡pregunta! 😊","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita este enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Necesitas ayuda con algo más?","¡Hola! 😊 Para pagar por nuestros servicios de masajes o nutrición, visita nuestro enlace en AgendaPro: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Ahí podrás seleccionar el servicio y realizar el pago. 💳 ¿Puedo ayudarte con algo más?",5,5,5,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy House of Spencer. Puedes agendar y pagar tus servicios de nutrición en AgendaPro: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si tienes más preguntas, no dudes en preguntar. 😊","¡Hola! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más información, estoy aquí para ayudarte. 😊","¡Genial! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, no dudes en preguntar. 😊","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊",5,5,4,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy House of Spencer. Puedes agendar y pagar tus servicios de nutrición en AgendaPro: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si tienes más preguntas, ¡aquí estoy para ayudarte! 🍏","¡Hola! 😊 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más ayuda, aquí estoy. 🍏✨","¡Excelente! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición en este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, no dudes en preguntar. 😊","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊",4,5,4,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy de House of Spencer. Puedes agendar y pagar tus servicios de nutrición en AgendaPro: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si necesitas más ayuda, ¡avísame! 😊","¡Hola! 😊 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 🍎","¡Genial! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, no dudes en preguntar. 😊","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊",4,5,4,5
"Estoy interesado en sus servicios de nutrición, ¿dónde puedo agendar y pagar?","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊","¡Hola! Soy House of Spencer. Puedes agendar y pagar tus servicios de nutrición en AgendaPro en este enlace: [AgendaPro](https://houseofspencer.site.agendapro.com/cl/sucursal/165852). Si tienes más dudas, ¡aquí estoy para ayudarte! 😊","¡Hola! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si necesitas más ayuda, ¡dímelo! 😊","¡Excelente! 🍏 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, no dudes en preguntar. 😊","¡Excelente! 🍎 Puedes agendar y pagar por nuestros servicios de nutrición a través de este enlace: https://houseofspencer.site.agendapro.com/cl/sucursal/165852. Si tienes alguna pregunta adicional, estoy aquí para ayudarte. 😊",5,5,4,5
¿Entregan un reporte por cada sesión para poder reembolsar a la Isapre?,"¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios puede te permite reembolsar. Cuentanos si necesitas detallar el tipo de sesiones realizadas para facilitar tu reembolso con la Isapre. Contactanos directamente a https://walink.co/83468b para poder ayudarte mejor 📝 ¿Te ayudo con algo más?","¡Hola! Soy House of Spencer. Sí, podemos entregarte un reporte por cada sesión si tienes una orden médica. Esto te ayudará a reembolsar a la Isapre. Si tienes más dudas, ¡pregunta! 😊","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios te permite reembolsar. Si necesitas detalles específicos, contáctanos a https://walink.co/83468b. 📝 ¿Te ayudo con algo más?","Sí, como todas nuestras clases son realizadas por kinesiólogos, nuestras sesiones son reembolsables con orden médica. 📝 ¿Necesitas más información?","¡Hola! 😊 No entregamos un reporte por sesión, pero nuestra boleta de servicios permite reembolsar. 📝 Si necesitas detallar el tipo de sesiones realizadas, contáctanos directamente a https://walink.co/83468b para ayudarte mejor. ¿Te ayudo con algo más?",1,4,1,4
